storyid,answer,sentence1,sentence1_sentiment,sentence1_sentiment_score,sentence2,sentence2_sentiment,sentence2_sentiment_score
8292282f-1189-439b-8043-68a15bdd41ea,1,James's cat started getting better shortly after.,Positive,0.77,James gave up his cat for adoption.,Positive,0.83
8ccca07a-6236-40bc-87d0-95a50c7de6ae,1,Trisha made the child sleep on the kitchen floor with a blanket.,Neutral,0.51,Trisha let the children decorate the tree with popcorn.,Positive,0.84
85483c46-7129-4140-a4df-d4fbc7902651,2,Buttons was the happiest canary anyone had ever known.,Neutral,0.74,Even the neighborhood dogs stay out of Buttons' way.,Neutral,0.67
c06fd75b-3dcc-4f1c-9d28-7686dd73e57d,2,Pat called her parents on the phone.,Neutral,0.33,Pat never talked to that girl again.,Negative,0.16
10161033-7799-4e59-9bb7-24ed0d541fa0,1,They storm passed without any flooding.,Positive,0.86,They were not worried about flooding.,Neutral,0.41
1cc58fe9-e6b6-4318-a7cf-309460a96567,1,He called his neighbor and asked him to remove the spider.,Neutral,0.65,Max made the spider his pet and grew quite fond of it.,Positive,0.97
7c089225-e1b5-4677-99d6-5defca6b879a,2,Kyle refused to trade sandwiches with his friend.,Neutral,0.38,He was happy that his friend agreed to the swap.,Positive,0.93
f2a06ec4-0a27-41dc-8ab2-8929a4daf9c6,2,Everyone agreed that Kenny had won the fight.,Positive,0.81,All of the children called Kenny a chicken the next day.,Neutral,0.39
2150a560-db7f-4dd4-b0ba-0bea39d05d49,1,Fred brought the ice to the barbecue.,Positive,0.97,Fred was sad no one had ice for their drinks at the barbecue.,Neutral,0.43
4d23a5ef-53aa-4884-9168-5ecc46c6259d,2,Jack decided to jump again because it felt great.,Positive,0.96,Jack's foot hurt horribly and he decided to be more careful.,Negative,0.12
6a1bd0bb-baec-4aaa-8c51-a9c563fe76b0,1,She realized she was going to like the school.,Neutral,0.47,She was in a class with the same kids from last year.,Neutral,0.43
89797016-e5d0-41ad-bd68-e4c1fe233855,2,Anna opened her umbrella.,Positive,0.84,It was her boyfriend come to pick her up.,Neutral,0.73
9ac15265-853f-43af-aa37-c9beb8ac6a0d,2,I was nervous when they decided to schedule a surgical procedure.,Neutral,0.31,"A couple of days later, I started to feel better, thank God!",Positive,0.84
1dbd0d76-5cb4-4edf-8eb6-b8ccd87b454a,2,Barry then went to see the new movie.,Neutral,0.47,Barry enjoyed the show and had a good night.,Positive,0.99
2bde6b67-d01b-4a89-9e6f-97c702178048,2,Ben was happy to hear that.,Positive,0.96,Ben was very disappointed.,Negative,0.00
3ef628ad-9066-4712-bd4f-aa47ccfcc117,2,I decided to jump rope for the final test.,Positive,0.77,Hopefully I be able to get through the exam.,Positive,0.88
94a91492-03c2-41b9-a43b-e24be392035e,1,He was glad that he hadn't listened to his friends.,Neutral,0.69,He was ashamed of himself.,Negative,0.11
178cc10a-871c-489a-bcc3-318fee39e1c3,1,Gina found a secluded spot by herself.,Neutral,0.73,Gina invited more people to the library.,Neutral,0.74
3b8b3627-27a8-40a6-90d7-c07fa4f2923a,2,This made me very happy.,Positive,0.99,I felt upset.,Negative,0.02
67a783ef-6d76-411a-9efc-67f16b7936a7,2,He decided to visit Canada instead.,Neutral,0.47,He booked the trip the second he got home.,Positive,0.97
8249e163-5c66-43c2-b232-87764d43c3cc,1,There I found a sign that said No Dune Buggies Allowed.,Negative,0.11,I surfed with my board for hours before heading home.,Positive,0.89
3143fe60-f08d-4408-b30a-a0463ad4ffbe,2,Lee's mom hated it.,Negative,0.02,Lee's mom was very happy when she received it.,Positive,0.97
65326537-4cda-4901-a15e-82124c881dde,2,Jeff then kept the ring.,Neutral,0.69,Jeff was glad to help them.,Positive,0.94
8d60731a-7e29-4b7e-97c3-79d1bccc5613,2,Gina was pleased.,Positive,0.96,Gina was annoyed.,Negative,0.02
aa3ba9ec-fd17-445e-9c89-c6afc2476ce1,2,"After that, the bear became very violent.",Negative,0.03,The bear fell asleep after that.,Negative,0.03
b7971c0c-ca84-420a-8666-c4459d59ba39,1,I watched the zebras run away in the distance.,Neutral,0.62,I caught several of the zebras.,Neutral,0.72
dd101579-96e4-4840-9e33-9bb4ce3c18ab,1,No one made fun of Jamie and her love of baseball again.,Neutral,0.67,Jamie decided she didn't like baseball anymore.,Neutral,0.36
4bbf23c9-6cc1-4651-a181-e5204de104e5,1,She felt at home.,Positive,0.82,She was ashamed of what she was doing.,Negative,0.18
6a9b6563-75fc-49cd-a0d3-001262841c25,1,Billy's brand of apples became a success thanks to his passion.,Positive,0.98,Billy could not grow good apple trees or apples.,Negative,0.05
54461fe3-c2ad-48ff-be93-0ef1cd8827c3,1,Rick thought geckos were totally worth the trip.,Positive,0.97,Rick was sad his trip was not fruitful.,Negative,0.10
84c82a3a-faad-4c02-b6fd-ec7d51752025,1,I was happy I passed.,Positive,0.85,I was not happy with the results.,Negative,0.01
55d7dfbd-4320-4660-b940-f409c4097533,2,The eggs were empty.,Negative,0.01,Jenny was very happy with the contents of her Easter eggs.,Positive,0.99
765af0e1-2935-4b2e-8d66-abf983070ce0,1,He was the greatest general ever.,Positive,0.94,He was never remembered.,Neutral,0.42
0211e548-9c2b-4616-acf0-d8f416345323,1,Tina is very relieved and puts on the shoes.,Positive,0.96,Tina decides to go barefoot.,Positive,0.88
b9ae260c-6981-431f-8492-a5ca05cd89df,2,Lynn decided to stay home and play a game.,Positive,0.84,Lynn and her friends snuck out of the basement door.,Positive,0.95
2c46c2ec-892a-4aa0-8e54-0a22595a3880,1,Now Brittany's father wears a boa around his neck.,Positive,0.81,Brittany's father loved his solid blue scarf.,Positive,0.99
8a56b87a-407b-41f3-b22b-10cabdaa0a2d,1,The family opted to take the dog home with them.,Positive,0.84,The family wondered how the dog was so overweight.,Positive,0.92
216f7449-646f-4a86-9492-e39ff49ed8e0,2,Gavin cancelled his archery lessons.,Neutral,0.60,"Gradually, Gavin's archery skills improved.",Positive,0.95
a1adbafb-1464-48e8-bfed-ec9da9e3d8b8,1,His neighbors were much quieter afterwards.,Positive,0.89,His mom turned her stereo up.,Positive,0.80
98f922f3-d279-4d4b-b793-70a46d28dd0c,1,He loved his mom's lessons.,Positive,0.95,He didn't want to have fun at school.,Negative,0.11
60f98cc5-e612-4602-97ed-210514ab508e,1,Peter decided to buy the pair and went home.,Positive,0.95,Peter did not like the shoes and went home.,Negative,0.02
f7dce1a4-1fb8-4bf3-9aa3-09bd85bd3a1d,1,The turtle climbed back into the lake.,Neutral,0.42,The turtle continued to sit in the sun.,Negative,0.15
c7150144-9538-4c8f-a84f-903484c7d0a5,1,I finally saw my first concert and it was amazing.,Positive,0.99,I decided I didn't like concerts anymore.,Negative,0.14
c85e9c3e-4c5a-4b53-8572-52f98228df2c,1,Francis shivers and starts walking to a park.,Positive,0.89,Francis goes inside because he hasn't been home for days.,Neutral,0.63
988a272e-f9dd-459a-aadb-2d3857a61db2,2,Tina ignored the client's requirements.,Neutral,0.29,Tina made her client very happy with her diligence.,Positive,0.98
2e417904-6f6f-44cf-9eb5-45456acea42b,1,Curtis' team carried him off in happiness.,Neutral,0.68,Curtis was kicked off of the team for his poor performance.,Negative,0.06
053d6f31-6989-4aee-bfda-01d5b52c6bc3,1,I'm sure their kids will hate mowing lawns as well.,Positive,0.80,My kids and I are opening a lawn mowing company.,Positive,0.93
25be43b2-b1fc-4e4a-9554-92cc58b3fa70,2,The baby then crawled around the home.,Negative,0.20,The baby gently fell asleep.,Negative,0.10
2ea3c1f0-56e8-479d-adb6-b44132b8a7c3,2,The store told Bob they don't fix glasses.,Neutral,0.26,Bob was able to wear his glasses again after getting them fixed.,Positive,0.79
b48b8722-975d-41eb-a5c0-e01cce5f5da2,1,I laughed a lot through the film.,Neutral,0.67,I felt very sad while watching the film.,Neutral,0.37
b60e0661-44a7-4aca-9bba-234c7fa949ba,2,The girl was wearing a floral perfume.,Negative,0.12,I balked at her foot odor.,Negative,0.19
cd795a1a-cc79-41d5-977c-e9f273d26bcb,2,The mother was happy to receive the note.,Positive,0.89,The mother got offended and told them off.,Negative,0.06
5babb0d1-d30f-467d-9e3b-c9725b7e175f,1,Gina did not like funerals.,Negative,0.01,Gina enjoyed funerals.,Positive,0.99
733ba84e-b4f9-4590-b906-0e429bb107ee,2,On his line was the biggest fish he had ever seen.,Neutral,0.46,He had caught an old boot.,Neutral,0.38
0bcee27a-8b11-4a48-92f7-a08f98d2d656,2,Mary was really happy she had gotten a dog.,Positive,0.97,The parrot turned out to be a great companion.,Positive,0.99
a9f0d935-3091-4a42-b941-d059adad0c62,1,Ara got a standing ovation for her solo.,Positive,0.97,Ara refused her solo.,Negative,0.03
4d56fefd-4afe-4d50-af17-281fa37fc5aa,1,Tim called an exterminator.,Neutral,0.30,Tim was glad that all the bugs were gone.,Positive,0.77
e33064d8-9c05-4615-be78-14fb1e5401eb,2,He was happy to never see the cup again.,Neutral,0.32,There he found it under a seat.,Negative,0.22
1bbb9627-9778-45b6-8876-36db8050672f,2,Teaching was so easy that Lexi wanted to do it forever.,Positive,0.98,She decided to find a different career.,Negative,0.21
787fa18a-0987-48f3-88f7-d2de1fdbf1f3,1,Jilly was excited.,Positive,0.77,Jilly was insulted that he would say such a thing to her.,Negative,0.04
e24de7fb-6f48-437e-b000-2bf995829ebd,1,My daughter learned her lesson the hard way.,Positive,0.92,I bought my daughter some ice cream for listening so well.,Positive,0.98
2cc236f8-0a07-4aaf-9425-d6894a7343ae,2,Alex then finished the birdhouse.,Positive,0.83,Alex decided to start over from the beginning.,Neutral,0.74
dc845153-6fcc-4e6f-a06d-08d6459da34c,2,"Afterwards, Tuie.",Neutral,0.60,Tue loved her new blanket and Adam was happy.,Positive,0.99
64b6aaef-90ff-4791-bd6d-5f768c61987c,2,Louis instantly fell asleep.,Negative,0.05,Louis took a pain relieving medication.,Neutral,0.50
a722bbd6-cd96-4def-9be4-e4aba2a107af,2,Jenny felt too sad to go on walks after that.,Neutral,0.42,Jenny continued taking a walk every evening after that.,Positive,0.99
54ee102b-6b77-4aac-b211-5613be388b6a,1,She was tired afterwards.,Negative,0.04,Mary thought it was the dirtiest lake she had ever seen.,Negative,0.10
cf33b5db-7350-4644-abaa-70d3fb338137,2,She never danced again.,Neutral,0.28,She won a tap dancing contest.,Neutral,0.55
8c0d6ec3-8248-422d-9f59-b8498bf43d8a,2,Jasper told the dogs to stop barking at the people in the street.,Positive,0.83,How sad Jasper cannot see it unless he looks in a mirror!,Positive,0.83
558a2b2c-82a9-4150-ba16-1d7a697bb972,1,Sarah no longer had a bike to ride and was sad.,Negative,0.19,Sarah was excited to hear the news.,Neutral,0.65
b57face0-0003-4b3f-bff1-0f73f24ca2b1,1,I then found my spare key and entered.,Neutral,0.54,I was locked out and had to move to a new home.,Negative,0.06
ee11f7b0-abf1-4c6f-adae-62bdba33fafe,1,Ted was proud of his efforts.,Neutral,0.68,Ted wondered about the strange smell emanating from the table.,Neutral,0.54
c04bfd90-6d9c-49be-a42e-e80b48294d29,2,Jess didn't like taking photos.,Negative,0.07,Jess was upset that it was taken away.,Neutral,0.46
1953e68d-f7cc-42b1-a458-6b19ac3acc57,1,After an hour the rain cleared and we started driving again.,Neutral,0.75,When we started driving again the roads were completely dry.,Negative,0.08
5769f015-bc17-421c-8cdc-f6693e33a54c,1,Her mom made her brother give her his.,Positive,0.92,Her mom congratulated her brother.,Positive,0.93
34257afa-54a7-46c2-99c7-314cf13ed6f4,2,Hallie's parents were proud of her behavior.,Neutral,0.75,Hallie was sent to bed without supper.,Negative,0.11
317ad730-2b9a-4bed-8e7b-3f79063b2890,2,Her sister laughed hysterically.,Positive,0.92,Her sister gave her the phone.,Neutral,0.71
4ba6828e-665e-48ec-99b0-c9b83c920bd6,1,He left the circus right away.,Negative,0.24,Alex hated animals.,Neutral,0.26
b20355a5-d0a6-4c1e-b376-e13ee6fa0019,2,She sat on a porch outside.,Neutral,0.58,Sue drove to a hamburger joint.,Neutral,0.35
d460db67-c7eb-421a-9e15-8c0f6d897d41,2,One kid screamed at my son and threw the book at him.,Neutral,0.26,Afterwards we ate lunch together.,Negative,0.25
2ecbfaf5-27ec-41af-ad05-40f07b0d8a42,2,They were both sad they had reconciled.,Neutral,0.32,They were both happy to be friends again.,Positive,0.97
c399ee2c-5282-46a1-b1aa-f1462baecd63,1,She had a long talk with the teacher after class.,Neutral,0.32,The teacher praised her.,Neutral,0.74
69fad0a0-c2da-42b3-b40b-bbe0623da12c,1,She called the cops on her sell and the arrested the robber.,Neutral,0.30,He turned and asked Sheila to go on a date with him.,Positive,0.89
aca1cf58-a0cd-4110-ae36-f2523a72cdee,1,I love french fries.,Positive,0.97,I always hated french fries.,Negative,0.07
933f6b31-5034-4a02-aa53-121fd41fdc2c,2,They were very sad about the incident.,Neutral,0.37,The two became a very loving couple.,Neutral,0.63
ba8f0ac2-dab4-4da3-b132-08b3b8c5e4be,1,Aspen began to panic.,Negative,0.06,Aspen didn't care if she worried her future husband.,Negative,0.16
dcb4c16a-99ae-4143-8f22-8201b6b96dad,2,Tony decided to study algebra.,Neutral,0.66,Tony went to the docks to find an apprenticeship.,Positive,0.87
f1c52ca2-30c9-48fb-ba00-0d3c4202c24f,1,They made her a thank you card.,Positive,0.97,They scolded her for the stuffers.,Negative,0.17
50aa2c16-d879-413a-8ea7-0a1be043187a,1,Kelly related her bad experience on the grocery store's website.,Neutral,0.38,Kelly wanted to go grocery shopping again soon.,Positive,0.93
961a361c-160c-4514-bf4a-4971adfac049,2,She poured the whole gallon into the sink.,Positive,0.82,"She poured, and ate a large bowl of cereal for breakfast.",Neutral,0.29
bec5f2da-d11f-423f-9c77-6894975b341d,1,Jessica decided to train even harder.,Neutral,0.26,Jessica got what she wanted.,Positive,0.99
83aa04ca-160d-4162-8480-064e3556b814,2,He spent the weekend gardening.,Positive,0.79,He played the game until he had finished every level.,Positive,0.83
a85eb5e4-ee1a-4a29-ae82-15b3e520807c,1,Andy was grateful and gave his wife a kiss.,Positive,0.95,Andy was mad at his wife and told her she way lazy.,Neutral,0.74
b98c114b-d657-49d2-9bd1-912438fadd68,1,Susan knew the choice she made was difficult but for the best.,Positive,0.83,Susan was mad because she had no family to turn to.,Negative,0.08
fb7f0b7d-2daf-4511-ba37-71c66d15de4f,1,Dave felt prepared for the game.,Positive,0.83,Dave decided to leave the game.,Neutral,0.29
12d60758-9d65-48d5-b25c-d54977bc0f4b,2,He called the girl and didn't say anything of the phone.,Negative,0.05,The girl rejected him.,Neutral,0.39
2e8b02e4-a7b3-48da-9006-af7f892ea0a1,1,Martha was very proud of her accomplishment.,Positive,0.95,Martha was upset about losing.,Neutral,0.25
99575247-31fd-4463-8ba5-d24c69e14ed7,1,Samantha really enjoyed the meal.,Positive,0.99,Samantha vowed never to go to that restaurant again.,Positive,0.82
25a8d9a5-b529-4be1-ae06-cde5e48b2a2a,2,Tia gave it to her boxer.,Neutral,0.44,Tia couldn't wait to try the sundae.,Positive,0.75
d2aa9504-428b-4842-968c-12f12efc14c2,2,Kelly then thought headphones are overrated.,Negative,0.11,She was shocked by the clarity of the headphones.,Negative,0.13
b3c78736-0e3b-4c5c-a6a9-e924d421c05e,1,He became an avid reader.,Positive,0.80,He was accepted at an early age in the academy for the blind.,Positive,0.85
66f2d087-005d-4f52-9d4d-83954dbe20d7,2,Sean hayes videos games.,Positive,0.93,He became very good at video games.,Positive,0.97
65a1730c-b172-4c25-97f8-c289391d68eb,1,Olivia is about to leave.,Neutral,0.54,Olivia feels she is falling in love.,Positive,0.92
b23a96fc-ddcf-4cb9-b296-fcdb93396346,1,The seller accepted and John was the proud owner of a new home!,Positive,0.98,John rented the apartment after putting down a deposit.,Positive,0.86
66e16608-58b0-4d20-aa9e-f7c8a271c9d5,1,They felt terribly about losing all of their money.,Negative,0.01,The girls were very pleased.,Positive,0.95
fddf7d4c-fc2c-4970-b565-aecc6c1525d2,2,I don't like cereal.,Negative,0.07,I liked the new brand that I bought.,Positive,0.95
cda67edf-8e37-4172-825a-537dfdaac1f3,1,Henry's teammates made fun of him for having dirty pants.,Positive,0.98,Henry was excited when he found out he had to wear dirty pants.,Neutral,0.35
a2a7faee-b51d-4382-83ca-1a8344ffbe6a,1,Javier is now early to work.,Positive,0.91,Javier quit his job.,Neutral,0.63
7c2e71e2-70ac-4049-bf69-be9dd9784bd6,2,Ella felt bad about what the girls think.,Neutral,0.38,Ella felt great from the encouragement.,Positive,0.99
7a95a6b2-2a57-4ad3-aabf-2d9036357de1,1,Matthew hated Brad.,Negative,0.02,Brad told Matthew he had a crush on him.,Positive,0.79
28996bf4-7f61-4337-9944-9febbecfdeb3,1,One day her husband found out and divorced her.,Neutral,0.53,Hillary never went behind her husband's back.,Neutral,0.35
2c8ce270-a964-41db-9dc2-112a24c5b354,2,I went to school with blue hair.,Neutral,0.26,I finally finished it on time.,Positive,0.94
62624123-0ed3-4dc3-b610-32e5eb6a54e1,2,Alanna decided to learn another language.,Neutral,0.69,Alanna was able to kiss her crush when her grades improved.,Positive,0.95
0ef689d4-b7b7-4ee6-9715-75d7e95f1e1c,1,Everyone was devastated.,Neutral,0.68,People found the storm invigorating.,Positive,0.82
74b996a3-7766-42c2-9a01-8875dcd9f2d7,2,He was very tired afterwards.,Negative,0.03,"Afterwords, he was very rested.",Positive,0.96
32dc61b0-49f7-4237-852f-db4f0304b88a,1,That was a great day for Cis.,Positive,0.81,Her clothing had been stained red with the crushed berries.,Neutral,0.30
0314de5c-b96c-485e-9739-3d7a5268462c,2,Marta took a nap.,Negative,0.22,Marta attended the ceremony.,Neutral,0.70
a1ae4c60-5454-4f78-8799-156c298f92d2,2,The beggar cursed Katie for her rudeness.,Neutral,0.30,Katie walked away smiling after helping the beggar.,Neutral,0.60
