InputStoryid	0	story	rightanswer	wronganswer	cogcomp	jonbean	lizhongyang	mflor	msap	niko	rocnlp	roemmele	sjtuadapt	tbmihaylov	teampg	teamukp	rightanswer_len	wronganswer_len	diff_len	rightanswer_numwords	wronganswer_numwords	diff_numwords
e38f97ed-17ff-440d-b4d6-20dbd755f6e3	0.6	I wrote a prompt and posted it online. Readers of my prompt wanted more. I wrote a short story that expanded on the prompt. My prompt readers grew and they wanted even more.	I decided to start a blog.	I decided I wasn't a good writer.	1	1	0	1	1	1	0	1	0	1	1	0	26	33	0	6	7	0
f7b797bc-9f92-4ae8-89f2-b82971ae4b9a	0.6	Alice was a dog trainer. She never came across a dog she couldn't help. One day, a man brought a dog named Henry to Alice. Henry was very withdrawn due to a bad first owner.	Alice worked with him and he became more obedient.	Alice had no intentions of helping him.	1	1	0	0	1	1	1	1	0	1	1	0	50	39	1	9	7	1
37cc2c04-67ce-4a17-a302-ebfd6ae41252	0.6	Daniel likes to write for fun. He writes every night after work. He submitted his story to a publisher. The publisher loved it and offered Daniel a job.	Daniel is thrilled.	Daniel turned the publisher down.	1	1	0	1	1	1	0	0	0	1	1	1	19	33	0	3	5	0
0d6e1ac8-44fb-45dd-a11f-47bdf282e9d6	0.6	Sam hated surprise parties. He found out about one by his wife. She had put in a lot of effort. All of his friends showed up.	Sam stayed at the bar rather than go home and be surprised.	That night Sam told his wife that he wanted a divorce.	1	1	0	1	1	1	0	1	0	1	1	0	59	54	1	12	11	1
9415a1b6-32bd-4b02-972e-f6b2f9f068f3	0.6	The light didn't come on when Jerry flipped the switch in his room. He had to go to the store to buy lightbulbs the next day. He carefully removed the old bulb. The new one was then screwed into place.	Jerry discovered it was the switch that was broken.	Jerry stayed in the dark because he forgot to buy any light bulbs.	1	1	0	1	1	1	0	1	0	1	1	0	51	66	0	9	13	0
e2924312-cd2f-4a9c-9a97-d192d314a08e	0.6	My son has always been very bright. However, he is not very good at doing his homework. Last trimester, he almost failed three of his classes. He had to work very hard to get his grades back up by term's end.	But after working hard, he managed to pass.	He was a great student all the time.	1	1	0	1	1	1	1	0	0	1	0	1	43	36	1	8	8	0
25f71285-101f-4981-9285-bad66d89f826	0.6	When I woke up in the morning, I went downstairs. I smelled the smoke coming from the turkey. I also smelled ham, macaroni and cheese and lasagna. My mom finished cooked everyone and asked me to sit down.	I sat down and continued to enjoy the smells from the kitchen.	I turned around and went back to bed.	1	0	1	1	1	0	1	1	1	0	1	0	62	37	1	12	8	1
6e651089-b774-43e3-ad4f-300f9ee3075c	0.6	When Greg was 5 years old, he received his first dog. It was his favorite kind of dog, and he named it Sammy. Sammy was a purebred poodle. After a few years, Greg came very close to Sammy.	Greg was happy that Sammy was his dog.	Sammy ran away from home and Greg.	1	1	0	1	1	1	0	0	0	1	1	1	38	34	1	8	7	1
5cafef4d-626a-4f2a-9ae2-4c9571f2ef89	0.6	I was walking around at a mall. There was a young lady walking in front of me. All the sudden, she fainted to the floor. I knelt beside her, and stayed with her until she came to.	She asked me to call an ambulance.	The lady was very upset that I was bothering her.	1	0	1	0	1	1	1	0	1	1	1	0	34	49	0	7	10	0
9dd3e223-d527-4be4-a29d-d61b981bc268	0.6	Jo couldn't take his ratty apartment anymore. He looked at housing ads and went on several apartment tours. Jo finally found one he liked and could afford. Jo packed up his stuff and moved into his new apartment.	Jo enjoyed time at home much more after his move.	Jo looked all over his new apartment, but couldn't find any axes.	1	1	0	1	1	1	0	1	0	1	1	0	49	65	0	10	12	0
37626d63-0df5-4dc6-b923-94241a6deae5	0.6	Danny wanted to build a kite but didn't know how. He asked his grandpa to help him. Danny's grandpa gave him a list of things to get at the store. After getting the items Danny and his grandpa worked all afternoon.	At the end of the day, Danny and his grandpa flew the kite.	Danny's grandpa chastised Danny.	1	1	0	1	1	1	0	1	0	1	1	0	59	32	1	13	4	1
f0781efc-3ea7-4cc6-a130-0323e0483fed	0.6	Timmy was going to die of bone cancer. There is no known cure. His final wish is to meet his Idol. His favorite singer, Billy Idol.	Timmy got to meet Billy Idol.	Timmy was upset that Billy Idol would visit him.	1	1	1	0	1	0	1	1	1	0	0	1	29	48	0	6	9	0
ba448358-5fec-4c61-a405-3fe085a68765	0.6	John fell asleep at his desk during class. When he awoke, he was all alone! He ran out into the hall in a panic. His class was waiting for him there.	John was embarrassed and vowed to never fall asleep again.	John decided to run for class president.	1	1	0	0	1	1	0	1	0	1	1	1	58	40	1	10	7	1
2548c7dc-5014-4c3d-8610-631e14f2aaf6	0.6	Susan was five Year's old when she got her first puppy. She named the puppy Sammy. Sammy was a black Poodle. Susan mom bought her another puppy so Sammy would have a playmate.	Sammy got along really well with the new puppy.	Susan got rid of her other dog when she got a new puppy.	1	0	1	0	1	0	1	1	1	1	0	1	47	56	0	9	13	0
71afe49d-8496-4e84-9325-063a5a3fc09b	0.6	Felicia enrolls at the local university to study accounting. She encounters many challenges, including difficult tests and work. After working very hard on her courses, Felicia earns her degree. She packs up her things to move to her first job in New York City.	Felicia is excited to begin a new life.	Felicia expected to lose her job the next day.	1	1	0	0	1	1	1	1	0	1	0	1	39	46	0	8	9	0
a6ed9e97-1370-4a6b-93d4-551ce068244c	0.6	I went to a renaissance fair with my friends. At the fair, there was a petting zoo! We went inside to see the animals. I got to pet so many wonderful animals.	I will always cherish that day.	I decided I hated animals and never returned to the zoo.	1	1	0	1	1	1	0	1	0	1	0	1	31	56	0	6	11	0
20c29421-6a05-4bd6-86c1-9d1ebe4cc692	0.6	Anna was undergoing chemotherapy. Her hair thinned and then fell out. Her mom bought her a bright bandana. Anna loved it and wore it everywhere.	Anna regained her confidence by wearing her bandana.	Anna gave the bandana away to a thrift store.	1	1	0	1	1	1	0	0	0	1	1	1	52	45	1	8	9	0
946793b7-29d6-498b-afe5-d14adcbe5310	0.6	Gina's CD player was broken. But she had a tape deck. The tape deck was more work than the CD player. If she wanted to hear a song again she had to rewind the tape.	Gina bought a new CD player.	Gina used her CD player instead.	1	1	1	0	1	1	1	0	1	1	0	0	28	32	0	6	6	0
58b5b89c-dc86-4e86-bfe4-a87c75457286	0.6	Zeke was about to go on a date with his girlfriend. But, his parents suddenly pulled into his driveway. They wanted to surprise him by coming to meet him for the weekend. At first, Zeke was sad because he wanted to see his girlfriend.	Later she stopped by and they all had dinner together.	Zeke did not want to see his girlfriend.	1	1	0	0	1	1	0	1	0	1	1	1	54	40	1	10	8	1
df0d8e95-7aeb-42da-be3e-f1769d467cee	0.6	Leon decides to get out of the house one day. He gets his skateboard to go for a ride. Leon tries riding down the biggest hill in his town. Unfortunately, he falls and bumps his knees.	He limped home with his legs bleeding.	He was happy about how well he skateboarded that day.	1	1	0	1	1	1	0	0	0	1	1	1	38	53	0	7	10	0
5cbf2401-6ed7-47a4-8384-d76657853e6d	0.6	Stuart had three days off work. He wanted to go hunting during that time. Stuart invited his friends to a hunting trip. They all went deer hunting for two days.	After the trip, Stuart felt much better.	Stuart and his friends did not go hunting.	1	1	0	1	1	1	0	1	0	1	0	1	40	42	0	7	8	0
a0a81ccd-01a2-4693-a84c-d8baa5c6e20c	0.6	Rick was running an obstacle course. The first obstacle was a series of hurdles. Rick fell on the first hurdle. Rick ended the race in last place.	Rick felt shame for losing so badly.	Rick was proud of doing so well.	1	0	1	1	1	0	1	1	1	0	1	0	36	32	1	7	7	0
d4b42246-b984-4460-9ae6-7249239248e2	0.6	Doug was famished after a hard day's work. He didn't feel like cooking so he decided to dine out. Doug wanted to end the day with a fulfilling meal. He spotted a sign to an all-you-can-eat buffet.	Doug decided to try the buffet.	Doug kept right on driving.	1	0	1	1	1	0	1	0	1	1	1	0	31	27	1	6	5	1
95f24d12-336e-404d-ab16-1f0f3bf4f5f6	0.6	Mom got dressed up and Dad met her at the door. They went out for a date tonight. The fancy restaurant was perfect. Their meal was delicious.	They both agreed it was a wonderful date.	They decided to never visit that restaurant again.	1	1	0	1	1	1	0	0	0	1	1	1	41	50	0	8	8	0
dabf9c82-cb84-4c87-b2b4-d005bc661deb	0.6	I wanted to learn more about submarines. I bought some books about submarines in WWII. The books didn't have much technical detail. I went to a museum with a submarine dissected in it.	I learned a lot from the submarine in the museum.	I soon learned all I could about steam engines.	1	1	1	0	1	0	1	1	1	0	1	0	49	47	1	10	9	1
2c62e6f7-c1aa-4464-b9db-0eb250575382	0.6	Matt wanted to join the Army. He submitted an application. They called him in for a physical. Matt went in for his checkup.	Matt was in great physical shape and joined the army.	Matt talked to the man about becoming a chef.	1	1	0	1	1	1	0	1	0	1	1	0	53	45	1	10	9	1
a0208483-00bb-4637-a824-8d2dbdebed06	0.6	I wanted to hang out with my friend today. She was acting a little suspicious. However, I assumed that she was normal. Eventually she said goodbye to me in a rude manner.	I told her that I will see her later.	She then came over to my house.	1	1	1	1	1	0	1	1	1	0	0	0	37	31	1	9	7	1
64b2e3b3-9eeb-4974-bdd4-d72dd0707be4	0.6	Sam wanted to lose some weight. He decided to run everyday after dinner. He eventually built up his endurance. Sam felt great after exercising consistently.	He added weights to his training routine.	He immediately quit exercising.	1	1	0	1	1	1	0	0	0	1	1	1	41	31	1	7	4	1
a2a18141-086e-4cf4-a3dc-a87f96536bc4	0.6	Cara loved Tamales. She and her grandmother made tamales every year at Christmas. Unfortunately, her grandmother passed away one day. When Christmas came, Cara made the tamales anyway.	Cara decided to pass the tradition on.	Cara did not want to continue making tamales.	1	1	0	1	1	1	0	0	0	1	1	1	38	45	0	7	8	0
95ca4aa5-5e8c-4ade-b43c-e38ca463d2e2	0.6	Katie had waited till the last day to write her book report. She was nervous and had to hurry. She didn't do a very good job. Her teacher gave her a bad grade.	Katie was upset at herself for waiting until the last minute.	Katie was excited to join the team.	1	1	0	1	1	1	0	1	0	1	1	0	61	35	1	11	7	1
e5508db3-e498-4207-80eb-3a6dacb22441	0.6	Susie and Mitch were attending a play at their University. It was a performance of Romeo and Juliet. Mitch fell asleep halfway through the performance. Susie had to slap him in order to wake him up.	Mitch fought his sleep to watch the rest of the play with Susie.	He rolled over, and went back to sleep.	1	1	1	0	1	0	1	0	1	0	1	1	64	39	1	13	8	1
ac8ea61e-7ff4-4b3a-aeff-14963ada4c52	0.6	Ethan enrolled in a singing lesson near his house. He did not have any previous experience and was nervous. His instructor was a nice lady who was a world renown singer. Ethan practiced singing the scales with her.	Ethan soon became an amazing soprano.	Ethan became a master at playing guitar.	1	1	0	1	1	1	0	1	0	1	0	1	37	40	0	6	7	0
091a21be-0d56-4fbd-9795-5adc740c099d	0.6	Emma had been working as a dishwasher. Her hands cracked and bled from the hot soapy water. Then her mom noticed and concocted a special salve for her. Emma used the salve every night before bed.	Her hands got better.	Emma threw the salve in the trash.	1	1	0	1	1	1	0	1	0	1	0	1	21	34	0	4	7	0
a552558e-08a3-4792-ba3b-282216f8b21d	0.6	Phillip was the shortest kid in his class. He felt embarrassed sometimes about his height. During the summer, he hit a growth spurt. Phillip ended up growing 6 inches.	Phillip became confident.	Phillip was embarrassed.	1	1	0	1	1	0	0	1	0	1	1	1	25	24	1	3	3	0
93c5c4da-6215-427f-9224-5036c8e5e5c8	0.6	John and Bill signed up to participate in a scavenger hunt. The scavenger hunt was at their school. They went from classroom to classroom to search for clues. John and Bill found all the clues.	And they won.	But they weren't interesting in winning.	1	0	1	0	1	1	1	0	1	1	1	0	13	40	0	3	6	0
dc4f6b5b-618f-4521-8612-ea3b8a36d53f	0.6	When I turned eighteen, I registered to vote. I was so excited to participate in the democratic process. I did research on each and every candidate. When voting day came, I went to the polling station.	I was sad when my candidate lost the election.	I began to sing and dance as I had practiced.	1	1	1	0	1	0	1	1	1	1	0	0	46	45	1	9	10	0
3c6ec21a-5fc9-4fed-92ee-05f9465acc17	0.6	In 1992 our condo had a kitchen fire. I was cooking a turkey. The grease in the oven caught fire. The fire department put out the fire.	I was really embarrassed they had to come.	I was happy looking at my kitchen.	1	1	0	1	1	1	0	1	0	1	0	1	42	34	1	8	7	1
ce7e82aa-d883-45d5-b6e5-65f987b861b5	0.6	Mariko took her friend Julie to try ramen. Julie had never had ramen that wasn't instant dry noodles before. She eagerly tried the ramen. It was so good, she ordered a second bowl.	Julie decided it was her new favorite food.	She poured the contents into the garbage and washed the bowl.	1	1	0	1	1	0	0	1	0	1	1	1	43	61	0	8	11	0
09be0ffe-6425-4dc5-b5dd-d634ee5d7138	0.6	Gina's dad was near the kitchen window outside. Her mother sprayed him through the window with the sink sprayer. Soon they were throwing cups of water at each other in the yard. Gina and her siblings joined as well.	The whole family was wet at the end of the day.	Gina's parents were mad at her.	1	1	0	1	1	1	0	1	0	1	1	0	47	31	1	11	6	1
b8c79daa-5aa2-44fe-9996-00bc7d97722b	0.6	Leah went to Germany on a trip. At her first meal she ordered a Coke. She was surprised to find it served at room temperature. She was so used to ice cold Soda.	Leah thought it was gross.	Leah was not surprised at all.	1	1	1	0	1	0	1	0	1	1	0	1	26	30	0	5	6	0
2ce3faeb-ad74-4812-8451-ce60c002762f	0.6	Greg was thinking about his favorite green things. He loved green apples! He loved green lettuce! He loved green cars!	Suddenly, he realized that he loved red things more!	Greg decided that he intensely dislikes the color green!	1	1	0	1	1	1	0	0	0	1	1	1	52	56	0	9	9	0
5d3c83c5-54f9-4217-94ff-345e6ccb81df	0.6	Lara liked to watch music videos on YouTube. One day she was scanning popular music on the website. She found a music video by the artist Chris Brown that she liked. She felt conflicted because of the reputation of the artist.	Lara decided his personal life didn't matter and enjoyed it.	Lara watched the Michael Jackson video anyway.	1	0	1	1	1	1	0	1	1	1	0	0	60	46	1	10	7	1
1bd89c61-f8dc-4db4-8612-d8e924107056	0.6	Jimmy wandered around the city looking for a place for a soda. Before he knew it, he was in an unfamiliar area. He was scared of strangers and didn't want to ask anyone. Soon a policeman came by and asked if he was lost.	He told him that he was lost.	Jimmy accused the officer of harassing him.	1	1	1	0	1	1	1	0	1	0	0	1	29	43	0	7	7	0
f1cbdca6-210d-4ef0-8cad-db7d38018c9e	0.6	Jamaal had an intense craving for a lobster dinner. He checked his wallet and realized he didn't have money for that. Jamal decided he would just try and steal a lobster from the market. He ran straight to the seafood section and put his hands in the tank.	One of the lobsters pinched his hand causing him to scream.	He scooped up some of the water and took a drink.	1	1	1	0	1	0	1	1	1	0	0	1	59	49	1	11	11	0
